latitude,longitude,population_density,urbanization_level
39.661,-120.0452,325,Medium
33.6566,140.7937,42,High
62.2924,-149.2032,301,Medium
38.791332244873,-122.777000427246,260,Medium
61.2725,-152.250666666667,962,High
19.3738333333333,-154.954833333333,611,Medium
38.8373336791992,-122.784332275391,228,Medium
-5.0004,102.9549,854,Medium
19.1708335876465,-155.488159179688,42,Medium
33.2925,-116.711,666,Low
17.9698333333333,-66.8956666666667,748,Medium
40.4568333333333,-111.933,313,High
61.8033,-154.2748,633,Low
65.3791,-144.7897,350,Medium
26.1835,141.3915,431,High
38.8470001220703,-122.814498901367,775,Low
65.3856,-144.7851,342,Medium
65.4267,-144.841,141,Medium
61.2625,-152.266,108,Low
37.7498333333333,-122.141,32,Medium
38.8213348388672,-122.842002868652,84,Medium
46.077333333333335,-118.87233333333332,100,Low
-14.9883,-70.2557,473,High
61.3151666666667,-152.277833333333,998,Low
38.7978324890137,-122.815498352051,572,Medium
38.813835144043,-122.820831298828,61,High
59.6318,-152.8755,94,Medium
57.1327,-156.3886,797,Medium
60.0378333333333,-153.0895,765,High
39.2141,-119.731,327,Low
38.8139991760254,-122.83699798584,292,Medium
37.3913333333333,-118.680833333333,650,Medium
65.0022,-147.4243,781,Medium
62.3593,-149.0991,946,Medium
60.0773,-152.38,199,Medium
62.3622,-148.9988,418,Low
38.8131675720215,-122.830001831055,286,Medium
36.9203,-116.1268,829,Low
61.8057,-149.9779,356,High
19.3600006103516,-155.079498291016,756,Medium
37.2477,71.7539,185,Low
61.0316,-148.2733,583,Low
38.8334999084473,-122.804168701172,460,Medium
36.1695,-91.1093333333333,352,High
38.8361663818359,-122.807502746582,396,Medium
38.8349990844727,-122.807998657227,156,Medium
38.8261680603027,-122.81233215332,526,Medium
64.524,-149.3825,622,Low
61.2656666666667,-152.2525,357,Low
38.8388328552246,-122.82266998291,291,Medium
61.2725,-152.269,195,Medium
-21.4529,-179.2851,181,High
33.4994,81.7677,650,High
38.7723350524902,-122.7431640625,412,Medium
51.7978333333333,-177.502833333333,858,High
47.547666666666665,-120.2755,120,Low
31.622,-104.511,559,Medium
38.8370018005371,-122.803169250488,641,Low
43.6076,-130.023,918,Low
31.611,-103.955,657,High
31.648,-104.479,784,Low
60.1081,-153.3727,452,Low
38.8194999694824,-122.823501586914,350,Low
31.442,-103.9,425,Low
61.7655,-150.9579,261,Medium
33.8595,-117.5061667,180,Medium
33.8361667,-117.4985,844,Medium
34.49566667,-97.26316667,126,High
61.276,-152.259166666667,62,Low
36.4966,70.3846,137,Low
23.2625,143.6561,298,Medium
38.8175,-122.820833333333,990,High
44.2578333333333,-114.842333333333,115,High
35.7096667,-117.5093333,499,High
40.7105,-111.730166666667,50,Medium
-4.9266,145.257,570,High
38.7978324890137,-122.815170288086,529,Medium
38.811164855957,-122.823669433594,877,Medium
60.2628,-150.1255,516,Low
38.7928352355957,-122.794166564941,772,Medium
47.8895,-122.72783333333334,769,Low
33.008,-116.3676667,619,Medium
64.9967,-148.9793,851,High
38.8361663818359,-122.803001403809,451,Low
40.7649,14.051,812,High
59.674,-139.3114,994,High
22.9601,143.8296,793,Low
-8.943,112.6226,171,Low
31.667,-104.195,252,High
36.0747,-115.2721,225,Medium
35.7068333,-117.5098333,771,Medium
38.8264999389648,-122.824333190918,803,Medium
-29.2273,-177.199,496,Medium
38.8258323669434,-122.823165893555,650,Medium
59.8013,-139.2949,57,High
37.3906666666667,-118.677833333333,706,High
35.9406667,-117.687,625,Low
19.287,-155.227,193,High
60.4683333333333,-152.766666666667,324,High
60.4635,-152.770166666667,521,High
46.0108333333333,-112.4685,900,Medium
33.587,-116.8043333,363,High
18.1016,-68.3486,224,High
38.7724990844727,-122.723335266113,756,High
19.3983333333333,-155.2855,560,Low
46.5425,-122.971,600,Low
61.2641666666667,-152.2565,579,Low
38.8278350830078,-122.785835266113,98,Medium
38.8218333333333,-122.823666666667,996,Medium
34.209,-117.4181667,682,Low
41.5624,78.9548,246,Medium
33.6685,-116.7198333,654,High
38.8040008544922,-122.778663635254,449,High
38.8030014038086,-122.779502868652,770,High
62.3585,-149.1906,34,High
31.673,-104.2,90,High
40.7925,14.1036,453,Low
31.626,-104.286,857,High
38.8133316040039,-122.823333740234,38,Low
18.8735,-155.678,851,High
35.6793333,-117.4923333,306,Medium
18.9383333333333,-155.633,617,High
31.629,-104.503,14,Low
63.8293,-149.1621,50,Medium
65.1,-148.6769,746,Medium
56.2471,-159.2942,536,Medium
32.929,-115.5305,320,High
57.049,-135.719166666667,598,Low
-14.5901,-73.7358,409,Medium
62.7387,-150.6768,187,High
32.9273333,-115.5441667,707,High
58.1826666666667,-155.331666666667,604,High
57.6815,-155.3321,732,Medium
31.719,-104.274,381,High
39.4613,-120.2881,888,Medium
38.7963333129883,-122.781829833984,23,High
51.9123333333333,179.504833333333,515,High
-22.0675,-68.7227,450,Low
4.583,126.8745,33,Low
28.954,-98.06,305,Low
-23.1409,172.2116,572,Medium
38.8233337402344,-122.761665344238,265,Medium
39.4592,-120.2773,468,Medium
37.4918333333333,-118.872666666667,774,High
33.4688333,-116.4326667,837,Medium
38.8380012512207,-122.796333312988,162,Medium
61.2641666666667,-152.254833333333,393,Low
31.635,-104.504,775,Low
19.1731662750244,-155.483993530273,289,High
38.5439,-118.4314,531,Low
38.8168334960938,-122.825996398926,175,Low
64.4896,-149.3493,639,Medium
18.1513333333333,-65.9116666666667,841,Low
38.7934989929199,-122.754333496094,682,Low
62.2905,-151.1519,844,Low
34.3021667,-116.9975,567,Medium
67.9695,-136.3874,224,High
58.1596666666667,-155.387333333333,242,Low
19.1458339691162,-155.473999023438,771,High
53.7854,-166.2283,560,Low
38.8386666666667,-122.8395,106,Medium
41.5875,-112.425333333333,897,High
38.7851676940918,-122.779167175293,850,High
60.4638,-149.91,457,Medium
18.5753,-68.9791,928,Low
19.1875,-155.463333129883,792,Medium
35.8508333,-117.7121667,89,High
47.289,-122.0705,235,Medium
35.8731667,-117.6896667,420,Medium
60.0075,-153.076,180,High
36.1653327941895,-120.012001037598,190,High
62.3593,-149.0161,20,Low
61.265,-152.249333333333,617,Medium
38.8248333333333,-122.81,341,Low
60.061,-153.074833333333,209,High
63.1527,-151.0891,27,Low
61.2418333333333,-152.174166666667,227,High
61.2691666666667,-152.198166666667,555,Medium
-7.7527,106.4882,302,Low
19.324333190918,-155.220001220703,782,High
-33.3259,-179.0773,906,Medium
51.8021666666667,-177.501333333333,249,High
38.7928333333333,-122.765,180,High
36.7395,-121.434,764,High
59.891,-139.35,305,Medium
35.7981666666667,-120.345166666667,962,High
52.085,-176.1545,897,Low
34.69833333,-96.55833333,907,Low
13.7811,145.1519,946,High
33.0306667,-116.0045,871,High
-50.0868,119.8974,478,High
38.7994995117188,-122.778663635254,761,High
-55.8758,-26.5774,79,Low
38.8435,-122.817,594,High
33.0215,-115.9981667,630,Medium
33.027,-116.0058333,447,Medium
-7.4952,128.8485,660,High
33.0268333,-116.0136667,752,Low
61.2421666666667,-152.266833333333,268,Medium
60.258,-152.7091,533,Medium
44.8006666666667,-111.051333333333,622,Medium
64.8148,-149.1242,26,High
19.3478333333333,-155.024833333333,188,Low
33.028,-116.0046667,259,Medium
19.378999710083,-155.220840454102,224,Low
64.8732,-150.4265,318,High
31.742,-104.116,71,Medium
33.8765,-116.7653333,459,High
38.7851676940918,-122.774002075195,755,High
19.1506671905518,-155.477996826172,830,Low
44.3256666666667,-114.851166666667,156,Low
19.1469993591309,-155.477996826172,98,High
61.5184,-150.3948,982,Low
19.1485,-155.478833333333,775,Low
62.361,-149.1954,626,Low
41.584,-112.411833333333,161,High
63.6097,-148.6902,568,High
34.038,-117.1035,37,Medium
33.7003333,-116.7826667,999,Medium
38.826000213623,-122.856498718262,662,Medium
19.1963329315186,-155.374664306641,345,Low
32.8991667,-115.5346667,365,High
46.737,-121.85116666666669,651,High
33.8088333,-117.6386667,24,Low
58.1813333333333,-155.334333333333,980,High
56.1239,-155.655,621,Medium
61.7435,-151.837,605,Medium
56.5325,-156.6042,992,Medium
62.9775,-149.8916,997,Medium
32.912,-115.5323333,819,High
54.2888,-159.8614,204,Low
24.1457,121.8505,26,High
32.909,-115.534,373,Low
37.5438,-117.9316,73,High
32.9125,-115.5365,475,Low
37.1103333333333,-121.520166666667,685,Low
32.9053333,-115.5431667,717,High
19.1814994812012,-155.479339599609,613,Low
40.0621666666667,-123.730833333333,608,Low
32.9225,-115.5391667,534,Low
32.914,-115.5321667,778,High
35.8763333,-117.6923333,971,Medium
63.0856,-151.4006,557,High
54.4485,-159.6376,45,High
62.3498,-149.1387,456,Low
46.266333333333336,-122.03816666666668,487,Low
61.2445,-152.165166666667,677,Medium
56.1095,-159.4605,534,Low
60.395,-141.2668,734,High
-26.2035,-69.0909,26,Low
19.3988342285156,-155.281997680664,326,Medium
23.9204,122.3737,815,Medium
38.8186683654785,-122.820999145508,315,Medium
32.9585,-115.5425,566,Low
32.9315,-115.5303333,384,High
44.374,-115.1945,654,High
53.3846666666667,-168.171833333333,943,High
33.4638333,-116.5683333,779,High
33.3356667,-116.3543333,732,Medium
15.7541,-95.3396,582,Low
19.382833480835,-155.229827880859,851,High
19.3733329772949,-155.239837646484,117,Medium
61.2595,-152.2415,226,Low
33.8201667,-117.6381667,237,High
33.365,-116.3905,301,Medium
17.7505,-101.0843,286,Low
64.466,-146.8797,260,Low
35.6953333,-118.0665,775,Low
32.9268333,-115.5348333,131,High
37.5426,-115.8015,789,Medium
61.1548,-151.4124,880,Low
33.5821667,-116.8068333,711,Medium
19.38450050354,-155.23649597168,468,High
33.7223333,-116.8401667,598,Medium
19.3841667175293,-155.245834350586,97,Low
37.5295,-118.883666666667,140,Low
38.8228340148926,-122.794998168945,991,Low
61.2663333333333,-152.248333333333,353,High
33.4583333,-116.417,524,Low
58.5504,-152.5282,281,High
31.567,-104.026,262,Medium
31.565,-104.03,655,Low
37.5026666666667,-118.874333333333,47,High
40.1777,76.9563,654,Low
41.5833333333333,-112.411333333333,106,Low
60.0171666666667,-152.943833333333,494,Medium
19.1911659240723,-155.383834838867,342,High
52.3585,-174.1175,119,Low
40.2021,-119.8145,65,Low
18.2453333333333,-66.4203333333333,281,High
51.0732,-179.8147,289,Medium
36.9783333333333,-121.621333333333,196,Medium
33.818,-117.6491667,29,Medium
38.8160018920898,-122.825996398926,120,Low
32.365,-102.102,503,Low
38.8359985351562,-122.801170349121,955,Medium
26.6403,140.5298,714,Low
33.468,-116.563,126,High
34.1333333,-118.4875,357,Medium
44.3716666666667,-110.8655,210,Medium
38.7806666666667,-122.7575,749,Low
40.618,-123.855,957,High
19.1975002288818,-155.386672973633,670,Low
61.262,-152.254833333333,274,High
38.7895011901855,-122.785835266113,989,Medium
61.2481666666667,-152.259666666667,597,Medium
32.9385,-115.5308333,681,Medium
33.9748333,-117.2246667,619,Low
33.629,-116.7566667,813,High
38.687,-112.03,647,Medium
38.8251647949219,-122.856666564941,429,Medium
60.9574,-147.6844,504,Low
53.448,-168.059333333333,568,Medium
61.2603333333333,-152.253166666667,529,High
34.0308333,-116.7253333,932,High
59.4354,-153.7799,971,Medium
46.19266666666667,-122.18683333333334,854,Low
38.7955017089844,-122.782997131348,697,High
-0.4823,96.9438,404,High
38.8053321838379,-122.820167541504,243,High
51.9296666666667,179.623333333333,913,High
38.8110008239746,-122.819664001465,445,Low
32.753,-100.64,396,Medium
48.49633333333333,-122.57566666666666,226,Low
53.8601666666667,-166.896833333333,480,Low
61.7478,-149.9469,854,Medium
38.7584991455078,-122.867668151855,612,Medium
52.5884,-169.4104,676,High
39.6133333333333,-111.479666666667,715,High
33.8271667,-117.6448333,757,High
37.0091666666667,-113.8475,434,High
38.8101654052734,-122.798667907715,291,Medium
16.778,-61.1896,108,Medium
38.7415008544922,-122.789329528809,387,Low
58.1803333333333,-155.3365,266,Low
19.2976666666667,-155.437833333333,971,High
33.8338333,-117.6426667,871,High
38.8328323364258,-122.816665649414,592,Medium
35.2859,74.5697,991,Low
38.8443336486816,-122.814666748047,22,Low
64.7008,-148.6567,124,High
32.9346667,-115.531,317,Low
60.3941,-142.953,553,Medium
33.5118333,-116.7556667,295,Low
36.2205,-89.4725,705,Medium
0.1031,125.868,113,Medium
38.8089981079102,-122.819999694824,774,High
28.439,-98.695,978,Medium
61.2698333333333,-152.25,967,Medium
61.271,-152.2495,805,Medium
33.294,-116.8668333,274,High
52.0701666666667,-176.121333333333,650,Medium
61.3875,-151.0434,877,Medium
36.5243333333333,-121.032666666667,11,Medium
52.3491,-170.9241,565,High
37.3018333333333,-122.092833333333,994,Medium
-57.7049,-25.2221,33,Low
37.4065,-119.988,826,High
18.0018333333333,-66.8351666666667,137,Medium
-5.9078,130.1777,403,Medium
61.2473333333333,-152.264,197,Medium
61.2475,-152.2615,123,High
61.2586666666667,-152.272333333333,460,Medium
62.5544,-151.2426,299,Medium
85.1002,11.3432,907,High
32.9213333,-115.532,821,High
60.0338333333333,-153.084333333333,655,Medium
38.8173332214355,-122.825164794922,973,High
48.1357,153.0712,60,High
54.7446666666667,-164.110666666667,979,Low
63.1294,-149.535,632,Medium
33.4995,-116.5308333,169,Low
61.2706666666667,-152.2495,677,Medium
37.4046666666667,-114.0545,388,Low
61.2593333333333,-152.272,110,Low
44.3638333333333,-115.177,487,Low
47.735,-120.03416666666666,757,Medium
61.2718333333333,-152.248,60,High
60.2266666666667,-152.772166666667,748,High
41.579,-112.41,417,Medium
37.4071666666667,-119.987666666667,191,Medium
35.904,-117.7098333,358,Medium
38.7878341674805,-122.766830444336,767,Medium
40.0593,-119.6684,305,Low
61.2693333333333,-152.249666666667,129,High
64.6855,-144.733,677,Low
9.443,126.0766,292,High
32.9273333,-115.5298333,481,High
49.30033333333333,-120.473,57,High
62.6451,-149.6286,890,High
51.9458333333333,179.591333333333,880,Medium
61.2796666666667,-152.278666666667,135,Low
32.9291667,-115.5313333,727,Medium
32.9283333,-115.531,438,Low
35.8503333,-117.7133333,226,High
38.8055000305176,-122.821502685547,638,High
31.654,-104.266,394,High
32.9383333,-115.5186667,198,Low
-18.702,-175.9001,68,Low
52.068,-176.113166666667,844,Medium
61.2591666666667,-152.259333333333,728,Low
61.2563333333333,-152.271,712,Low
61.2591666666667,-152.275833333333,883,High
61.2693333333333,-152.247666666667,540,High
38.8351669311523,-122.807167053223,370,Low
61.2676666666667,-152.249833333333,179,Low
36.2161666666667,-120.0955,946,Low
61.2693333333333,-152.246833333333,113,Medium
33.5818333,-116.8071667,162,Medium
-20.8097,-70.0972,27,Medium
61.2735,-152.246166666667,536,Low
38.8263320922852,-122.813163757324,67,Medium
61.2728333333333,-152.260166666667,819,High
46.80983333333333,-121.17283333333332,349,High
33.5846667,-116.8081667,937,Low
52.1969,-170.8704,593,Medium
41.923,-119.58033333333331,501,Medium
61.2613333333333,-152.266,342,Low
61.2635,-152.249333333333,965,High
61.2526666666667,-152.271166666667,430,Medium
51.9568333333333,179.581166666667,963,Medium
32.969,-100.837,703,Medium
61.2326666666667,-152.2495,694,Medium
62.9596,-150.9086,878,High
52.0785,-176.149,114,High
44.8458333333333,-110.136166666667,887,Low
19.3946666717529,-155.254165649414,121,High
61.2656666666667,-152.247333333333,297,Medium
32.9363333,-115.5231667,197,High
19.3953333333333,-155.286333333333,934,Medium
19.3996658325195,-155.285659790039,870,High
61.2736666666667,-152.250666666667,726,Low
35.874,-117.6893333,611,High
61.2706666666667,-152.248166666667,861,Medium
65.0221,-147.033,305,Low
61.2718333333333,-152.256166666667,115,High
61.2665,-152.251,300,Medium
37.9338333333333,-122.020833333333,905,Low
35.513,-84.1098333333333,69,Medium
61.269,-152.247166666667,146,Low
38.7823333333333,-122.743333333333,743,High
10.7174,-65.6444,568,Low
-6.371,147.2559,664,Low
19.3021666666667,-155.216,512,High
61.1389,-150.0104,796,Low
32.9156667,-115.5301667,675,Medium
13.6553,120.9548,108,Medium
51.9681666666667,178.444,87,High
61.2668333333333,-152.248666666667,169,Medium
31.675,-104.189,117,Low
52.0601666666667,-176.130166666667,105,Low
36.6508,-116.3912,814,Low
31.702,-104.157,68,Medium
59.9683,-151.7842,947,Low
51.75,-178.864333333333,100,Medium
65.9986,-149.9442,191,High
62.1243,-151.1134,430,Low
32.913,-115.5315,830,Medium
32.9115,-115.5266667,100,Low
32.9346667,-115.5211667,304,High
32.9108333,-115.5343333,175,Medium
61.266,-152.2485,34,Medium
35.6833333,-117.5356667,676,Low
48.73883333333333,-121.83466666666666,50,Low
61.2466666666667,-152.257166666667,558,High
19.1743335723877,-155.491165161133,910,High
49.3925,-120.49266666666666,877,Medium
61.2695,-152.250833333333,437,Low
33.497,-116.4405,445,High
61.2663333333333,-152.248833333333,76,Medium
33.501,-116.4298333,285,Low
61.2668333333333,-152.2495,560,Medium
2.3173,128.5835,816,Low
61.2573333333333,-152.261166666667,475,Low
61.2586666666667,-152.272,469,Medium
61.2535,-152.27,18,High
61.9466,-154.1994,299,Medium
61.272,-152.248,223,Low
35.9831667,-117.6643333,775,High
18.049,-66.9505,780,High
62.9449,-149.7346,803,High
61.2655,-152.255666666667,756,Medium
58.1002,-156.5461,212,Low
38.8226661682129,-122.764335632324,295,Low
17.9238333333333,-66.966,884,High
61.275,-152.277166666667,305,Low
17.9411666666667,-66.9623333333333,517,Medium
36.1968333333333,-120.293333333333,225,High
38.8006666666667,-122.78,867,Low
37.3956666666667,-118.675333333333,882,Low
35.9323333,-117.6725,650,High
63.2889,-151.7166,346,High
44.3566,-115.1944,367,Low
38.8250007629395,-122.841003417969,556,High
30.4627,-41.8865,873,Low
38.8380012512207,-122.813003540039,220,Low
52.3133,-170.8973,565,Low
31.628,-104.511,145,High
34.4931667,-118.1015,35,Medium
38.7906684875488,-122.758331298828,736,Medium
32.4285,-115.2078333,652,High
35.6668333,-117.4318333,444,Medium
38.8191666666667,-122.8215,821,Low
44.3568333333333,-115.184666666667,914,Medium
19.3988333333333,-155.286833333333,118,Low
61.2168333333333,-152.4295,756,Medium
52.0518333333333,-176.131666666667,675,High
38.8371666666667,-122.811166666667,170,High
52.2633,-170.8429,227,High
38.8264999389648,-122.814834594727,847,Medium
31.673,-104.379,733,High
38.8223342895508,-122.795669555664,63,High
32.9238333,-115.5448333,848,Low
47.35716666666666,-122.063,870,Medium
38.7961654663086,-122.752830505371,349,Low
61.783,-149.8127,387,Low
18.6388333333333,-65.174,461,Medium
33.8291667,-117.6401667,118,Low
17.9536666666667,-67.0921666666667,220,High
52.8265,-169.9375,325,High
31.676,-104.192,151,High
38.825,-122.796666666667,254,Low
19.3798332214355,-155.227340698242,808,High
37.2671,-116.5926,60,High
51.8733333333333,-177.920833333333,732,Medium
32.8935,-115.57,454,Medium
33.9506667,-116.9565,269,High
32.9063333,-115.5311667,708,Medium
38.8221664428711,-122.806167602539,310,High
32.914,-115.5605,761,High
44.3638333333333,-115.1805,227,Low
38.837,-122.793,377,High
38.8331680297852,-122.812835693359,703,Medium
31.612,-103.983,341,High
36.7156,-116.1434,839,Low
32.9088333,-115.5345,62,High
58.251,-155.109166666667,585,Low
-24.2983,-67.1669,465,High
62.2756,-151.0007,814,High
31.668,-104.196,561,Low
32.9163333,-115.5355,664,High
35.8758333,-117.6863333,21,Low
32.9156667,-115.534,39,Low
32.9215,-115.5395,806,High
18.614,-66.6913333333333,375,High
38.7991676330566,-122.81266784668,888,Medium
32.9121667,-115.5321667,183,High
33.6393333,-116.7201667,329,Medium
38.8376655578613,-122.797500610352,550,Low
33.3375,-116.9245,111,High
32.9276667,-115.533,270,High
32.921,-115.5305,341,High
38.7886657714844,-122.778335571289,428,Low
32.9136667,-115.5323333,52,Medium
32.9105,-115.538,169,Low
34.0656667,-117.283,887,High
35.0915,-118.8878333,69,High
52.201,-170.894,518,Low
37.5555,-121.660166666667,685,Low
35.8491667,-117.711,277,High
37.2486666666667,-118.269333333333,809,High
32.919,-115.5545,281,High
33.0625,-116.182,836,Medium
38.8426666259766,-122.81566619873,280,Medium
33.2093333,-116.7296667,823,Low
33.6401667,-116.6995,103,Low
32.9241667,-115.5208333,549,High
34.2118333,-117.4963333,613,Medium
53.3383333333333,-168.166666666667,150,High
61.2936,-147.6002,36,Low
36.6329,-116.2855,47,Low
51.8641666666667,-177.87,945,Low
51.8061666666667,-178.672,171,Medium
31.608,-104.508,434,Low
32.9151667,-115.531,198,High
32.4375,-115.2116667,764,Medium
33.9626667,-116.962,817,High
33.828,-117.6445,648,High
38.8144989013672,-122.818664550781,707,Low
36.44566667,-97.0485,943,Low
19.3256664276123,-155.291000366211,448,Medium
19.0728333333333,-155.41,905,Low
32.9181667,-115.548,17,Medium
34.0291667,-117.2478333,386,Low
31.559,-104.036,484,High
37.5038333333333,-118.874833333333,916,High
31.639,-104.372,885,Medium
17.5684,-104.5165,721,Medium
19.3726666666667,-155.2205,402,Low
52.1586,-170.8669,594,Medium
19.2056674957275,-155.372161865234,173,Medium
-29.233,-69.5617,190,Low
19.3863334655762,-155.237503051758,795,Medium
19.3838329315186,-155.227172851562,807,Medium
32.9166667,-115.5396667,523,Low
32.9166667,-115.5486667,64,High
45.1156666666667,-116.462,508,High
31.666,-104.19,638,High
35.00866667,-97.66016667,874,Medium
38.7878341674805,-122.767997741699,432,High
19.296,-156.545833333333,224,Low
65.1565,-165.8131,505,Medium
62.971,-149.546,220,Low
32.9103333,-115.544,586,Low
51.4933,-177.73,238,Medium
32.942,-115.5373333,217,Medium
32.9325,-115.5178333,575,Low
32.9281667,-115.5211667,195,Medium
38.8208333333333,-122.762666666667,44,Low
33.264,-116.4366667,947,Medium
38.835334777832,-122.803337097168,931,Medium
32.9268333,-115.5421667,437,High
32.938,-115.5233333,207,Medium
34.6163333333333,-85.0501666666667,479,High
32.9156667,-115.5258333,94,High
32.9098333,-115.5498333,906,Medium
32.9131667,-115.5375,615,Medium
33.9018,138.0976,489,Low
32.9135,-115.5446667,760,Low
32.9271667,-115.5265,279,Medium
38.5555,-119.505,902,High
61.4942,-150.2334,206,High
63.6696,-149.5465,24,Medium
32.93,-115.529,491,Medium
32.9206667,-115.5486667,192,Medium
32.9148333,-115.5398333,51,High
32.912,-115.6003333,305,High
31.682,-104.422,328,Medium
19.3831666666667,-155.239166666667,322,High
32.9358333,-115.522,451,Low
19.3873333333333,-155.246,872,High
19.3906669616699,-155.248336791992,876,Medium
32.9111667,-115.5448333,964,Low
32.9226667,-115.5273333,127,High
31.67,-104.194,376,Medium
32.9181667,-115.5416667,639,Medium
20.1587,145.8808,568,Medium
-56.2056,-27.1121,423,Medium
32.9228333,-115.5418333,118,Low
32.9198333,-115.5408333,108,Low
44.6118333333333,-110.409333333333,852,High
60.0041666666667,-153.071333333333,318,High
31.625,-104.235,746,Low
33.6886667,-116.7683333,962,Low
19.238166809082,-155.413497924805,650,Medium
41.5731666666667,-112.428666666667,610,Low
51.879,179.635666666667,404,High
31.72,-104.269,558,Medium
64.7848,-149.0459,52,Medium
34.5856667,-119.4896667,397,High
38.8346666666667,-122.800666666667,338,High
35.6745,-97.41883333,920,Medium
-31.1348,-178.7679,473,High
32.9103333,-115.532,852,Medium
38.8400001525879,-122.876335144043,742,Medium
-15.0367,168.1975,960,Medium
32.9186667,-115.5318333,619,Medium
38.8333333333333,-122.798166666667,322,High
33.5311667,-116.7291667,123,Medium
32.938,-115.5243333,788,Low
32.9363333,-115.5223333,713,Medium
19.381,-155.236166666667,255,Medium
19.3823333333333,-155.238,735,Low
32.922,-115.5435,734,High
38.8089981079102,-122.821662902832,544,Low
38.8089981079102,-122.82266998291,695,Low
52.3615,-174.149333333333,446,Low
41.5848333333333,-112.433166666667,396,High
35.9065,-117.7521667,792,Medium
58.1733333333333,-155.351333333333,717,Medium
33.6476667,-116.7078333,573,High
33.8081667,-117.6446667,422,Medium
31.012,-103.562,779,High
32.911,-115.528,679,High
19.1429996490479,-155.361663818359,296,Low
32.9113333,-115.5283333,632,High
-10.2074,161.102,176,High
19.1879997253418,-155.357666015625,564,High
32.896,-115.5553333,761,Low
32.9118333,-115.5453333,194,High
-31.4128,-178.9068,418,Medium
33.813,-117.6468333,45,Medium
63.4855,-148.9528,52,Medium
35.877,-117.6895,106,High
32.9203333,-115.541,268,Low
29.111,-97.872,367,Medium
32.9336667,-115.5241667,157,High
37.5248333333333,-118.816833333333,40,Low
61.7055,-141.8241,410,High
-24.2058,-179.6895,877,Low
32.9225,-115.5231667,513,Low
38.8248329162598,-122.763168334961,194,High
32.9273333,-115.541,981,Low
19.3823337554932,-155.238998413086,488,Low
31.609,-103.996,946,High
19.3148333333333,-155.432,584,Low
38.8426666259766,-122.880996704102,987,Low
85.1848,13.0254,599,High
33.5945,-118.3026667,547,Medium
38.8424987792969,-122.875999450684,129,High
19.1560001373291,-155.463500976562,976,Low
38.8219985961914,-122.843002319336,259,High
50.42,176.6744,14,High
19.1743333333333,-155.4905,294,Medium
18.112,-68.0611666666667,561,Medium
44.91216666666666,-121.24916666666668,580,Low
37.5055,-118.873666666667,380,Medium
35.64333333,-98.07583333,333,High
38.8294982910156,-122.801498413086,401,Low
19.1691666666667,-155.480333333333,523,Medium
37.501,-118.872166666667,448,Low
32.1051,-93.3634,426,High
35.6385,-98.08016667,175,Medium
31.566,-104.026,649,Medium
32.968,-100.841,747,Low
35.63483333,-98.12166667,16,High
61.3965,-150.7818,583,Low
19.4928340911865,-155.505828857422,462,Low
32.9341667,-115.525,971,Medium
37.503,-118.873333333333,847,Low
34.5525,-119.0835,665,Medium
60.0228333333333,-153.0915,654,Medium
32.926,-115.5175,522,High
24.1471,121.7705,68,Medium
33.2655,-116.4235,763,High
37.4673333333333,-114.027,926,Medium
57.9993,-154.6283,678,Low
32.8388333,-116.0933333,264,Medium
32.8883333,-115.6966667,719,Medium
32.9323333,-115.5308333,925,Medium
19.3894996643066,-155.248672485352,136,Low
58.8473,-134.2188,862,High
38.7993316650391,-122.737335205078,986,Low
32.9228333,-115.5436667,818,Medium
85.2392,12.0151,445,Medium
31.585,-104.025,854,Medium
36.8289,-115.9375,616,Medium
36.1958333333333,-120.2975,98,Low
38.8118324279785,-122.770164489746,67,Medium
38.7993316650391,-122.735664367676,697,Low
36.4113333333333,-82.6338333333333,550,High
59.9991666666667,-153.098833333333,242,Medium
46.194833333333335,-122.183,542,Low
38.8236656188965,-122.764335632324,707,Low
38.7911682128906,-122.761833190918,758,Low
38.8404998779297,-122.824996948242,879,High
39.5727,-119.098,603,High
53.0727,-164.4981,937,High
32.9415,-115.5246667,498,High
52.0773333333333,-176.142333333333,617,High
38.8429985046387,-122.839996337891,255,High
32.936,-115.5271667,42,High
32.9248333,-115.5253333,294,Medium
19.3838333333333,-155.2455,735,High
19.3866672515869,-155.239166259766,454,Low
19.3838333333333,-155.241666666667,32,Medium
38.8089981079102,-122.815330505371,845,Low
37.609,-118.893833333333,766,Low
57.0468333333333,-135.641833333333,270,Medium
39.3358333333333,-122.976166666667,760,Low
40.7108,-74.7497,807,High
31.608,-103.979,823,Medium
25.222,127.8498,886,Medium
32.9221667,-115.5305,475,Medium
-5.9003,131.4352,195,High
32.8895,-115.5515,666,High
32.9326667,-115.5185,277,Low
32.9213333,-115.5371667,658,High
32.9246667,-115.5498333,249,High
32.9341667,-115.5243333,154,High
32.9265,-115.529,453,High
33.8213333,-117.634,134,Medium
8.8405,122.1066,273,High
32.932,-115.5323333,770,High
32.9046667,-115.5255,478,Low
32.9351667,-115.5353333,784,Low
32.9175,-115.5306667,969,Medium
32.9241667,-115.5245,130,Medium
47.14866666666666,-121.99333333333334,98,Low
34.5841667,-119.115,857,Medium
19.3826666666667,-155.235333333333,717,High
19.3866666666667,-155.243833333333,632,High
32.929,-115.526,30,Low
32.9381667,-115.5321667,70,Low
37.7496666666667,-122.166833333333,704,Medium
19.3871666666667,-155.243,954,Low
